用户ID,好坏客户,年龄,负债率,月收入,家属数量
64702,0,57,6511,,2
64703,0,45,0.293876774,10500,1
64704,0,48,0.364127175,5000,0
64705,0,68,0.019516877,6250,1
64706,1,59,0.230989957,5575,1
64707,0,52,0.568936785,9000,0
64708,0,32,0.101889811,10000,0
64709,0,46,0.068580167,8500,2
64710,0,77,0.337828412,4300,0
64711,0,38,0.21192542,5416,4
64712,0,58,0.318189341,12083,2
64713,0,55,132,0,0
64714,0,65,0.31924825,8140,0
64715,0,59,0.379602284,5078,1
64716,0,68,0.024223703,6150,0
64717,0,72,0.745098039,2600,0
64718,0,26,0.032741815,4000,0
64719,0,46,0.672806592,4125,0
64720,0,45,0.369183438,7800,2
64721,0,66,0.088332644,4833,0
64722,0,50,0.375437427,6000,2
64723,0,78,119,,0
64724,0,47,0.168566287,5000,1
64725,0,58,0.421365753,3865,3
64726,0,64,0.342299578,7583,0
64727,0,57,5725,,2
64728,0,30,0.218664959,6246,0
64729,0,62,0.375348304,6100,0
64730,0,79,37,,1
64731,0,46,1526,,0
64732,0,51,2636,,0
64733,0,58,0.222355529,5000,0
64734,0,29,0.325930039,1800,0
64735,0,48,5694,,0
64736,0,55,5162,,
64737,0,48,1502,,0
64738,0,34,0.151538822,6400,3
64739,0,57,0.337649971,5250,0
64740,0,44,0.094703613,2850,2
64741,0,40,0.4003615,4425,0
64742,0,33,0.429633494,7666,1
64743,0,79,0,,0
64744,0,71,0.816073479,8709,1
64745,0,63,2585,,0
64746,0,42,0.113541245,7406,2
64747,0,31,0.134179162,2600,0
64748,0,76,0.086914063,7167,0
64749,0,71,35,,0
64750,0,63,1108,,0
64751,0,56,0.327278488,9468,2
64752,0,89,317,,0
64753,0,39,1.664667666,2000,0
64754,0,41,0.207705639,7500,0
64755,0,59,0.350526134,11593,1
64756,0,77,0.006497175,3539,0
64757,0,62,0.189493731,6300,2
64758,0,25,0.182395933,3146,2
64759,0,49,0.258991676,6366,2
64760,0,48,4173,,0
64761,0,43,0.329858379,5083,0
64762,0,70,0.103979204,5000,0
64763,0,35,0.319625867,6200,0
64764,0,56,1625,,0
64765,0,77,0.01126863,5501,0
64766,0,71,0.054432348,4500,1
64767,1,37,0.186908019,4750,2
64768,0,56,1464,,0
64769,0,63,3064,,0
64770,0,46,0.537292541,5000,1
64771,0,60,0.064489252,6000,0
64772,0,79,25,,0
64773,0,48,0.131073785,3333,2
64774,0,57,1930,,0
64775,0,73,0.004465645,9852,0
64776,0,56,0.237472144,17500,1
64777,0,56,0.101988454,4676,0
64778,0,58,0.259630776,9370,1
64779,1,52,0.948694596,3293,0
64780,0,28,679,,
64781,0,37,1563,,1
64782,0,73,0.111416215,29133,0
64783,0,50,0.582908322,8038,2
64784,0,57,0.473555113,6522,0
64785,0,59,0.590785393,15800,0
64786,0,54,3,,0
64787,0,62,0.11013499,14000,0
64788,0,48,1.176810307,2250,2
64789,0,66,0.494120915,10800,0
64790,0,60,0.774811259,20000,0
64791,0,67,0.14006734,4454,1
64792,0,68,0.306625783,7500,0
64793,0,41,0.456127194,6666,0
64794,0,40,0.746933212,2200,3
64795,0,63,0.176802379,9750,1
64796,0,44,0.255909742,5583,0
64797,0,55,0.55637603,14083,0
64798,0,42,0.424743368,7500,3
64799,0,70,13119,,0
64800,1,48,0.575395915,4356,2
64801,0,30,0.123678949,3500,3
64802,0,59,0.396295955,10852,2
64803,0,72,0.188896568,4340,1
64804,0,48,0.226200331,9663,2
64805,0,67,0.283753431,4006,0
64806,0,37,0.400859914,10000,3
64807,0,43,0.379969419,5231,3
64808,0,50,0.253612685,22766,0
64809,0,57,0.002785515,5743,0
64810,0,70,0.225500854,6438,2
64811,0,54,0.204371779,5626,0
64812,0,79,0.264586771,6666,0
64813,0,52,1049,,0
64814,0,50,0.327074769,9000,2
64815,1,45,2363,,2
64816,0,61,0.046697929,5117,1
64817,0,38,0.198121821,7666,0
64818,0,33,0.274345131,5000,2
64819,1,58,453,,0
64820,0,60,0.46249654,7225,3
64821,0,54,0.590979782,4500,1
64822,0,63,0.058401149,2088,0
64823,0,54,0.660828025,4395,2
64824,0,22,0.031968032,1000,0
64825,0,41,1679,,0
64826,0,52,552,,2
64827,0,67,6,,0
64828,0,65,0.463764591,4111,1
64829,1,42,0.359133748,4986,1
64830,0,83,0.002943213,5775,0
64831,1,68,0.089982004,3333,3
64832,0,58,0.079833613,12500,0
64833,0,75,0.031507513,2062,0
64834,0,44,0.37241536,4400,0
64835,0,41,0.499404904,4200,0
64836,0,29,0.34122288,2534,0
64837,0,27,0.314946619,2247,3
64838,0,64,0.008274721,4833,0
64839,0,65,0.295227726,5510,0
64840,0,49,1.218227425,7175,0
64841,0,94,0.024122807,455,0
64842,0,51,0.582443654,5900,2
64843,0,30,468,,0
64844,0,39,0.513435821,8000,0
64845,0,62,0.783216783,1000,0
64846,0,68,0.293521187,9368,0
64847,0,50,0.315134762,5787,3
64848,0,70,0.741106719,1517,0
64849,0,67,0.584224599,5983,0
64850,0,40,0.166066164,3052,2
64851,0,69,0.069984095,4400,1
64852,0,52,0.619047619,6971,1
64853,0,47,0.087330677,6274,3
64854,0,75,0.079365079,8000,0
64855,0,63,1331,,0
64856,0,38,0.039988575,3500,0
64857,0,61,0.166755319,3759,0
64858,0,73,458,,
64859,0,37,3617,,0
64860,0,57,0.479542166,7600,0
64861,1,32,0.891223314,2950,0
64862,0,61,0.498615598,4333,0
64863,0,45,0.31387445,2500,3
64864,0,43,0.384633045,13066,2
64865,0,65,0.446237605,5142,0
64866,0,67,0.374840938,5500,0
64867,0,31,101,,0
64868,0,69,0.362163346,4566,0
64869,1,59,0.106695355,7900,1
64870,0,52,0.150808162,13672,0
64871,0,57,0.13340555,12000,1
64872,1,27,0.03200883,3623,1
64873,0,86,0.002112889,3312,0
64874,0,40,0.182549136,6715,0
64875,0,51,1.085723652,6100,3
64876,0,43,0,8550,0
64877,0,48,0.770661157,5323,3
64878,0,35,0.251468566,8000,1
64879,0,64,0.419502285,5906,0
64880,0,43,0.884215735,8083,3
64881,1,30,260,,2
64882,0,46,0.492099323,3100,0
64883,0,49,0.182906636,7850,1
64884,0,29,0.371582855,2962,2
64885,0,29,500,,
64886,0,87,0,,0
64887,0,43,0.500967534,4650,1
64888,0,30,0.017951099,3230,4
64889,0,64,0.24225051,10290,0
64890,0,56,1292,,0
64891,0,46,2224,,2
64892,0,46,3185,,0
64893,0,69,0.074925075,2001,0
64894,0,50,0.523569184,10500,0
64895,0,62,0.338840687,10833,0
64896,0,60,216,,0
64897,0,53,0.120575885,5000,1
64898,0,76,0.015246188,4000,0
64899,0,42,3.37660485,700,0
64900,0,82,0.006665278,4800,0
64901,0,74,0.022316162,10171,0
64902,0,55,0.265128122,18458,2
64903,0,72,1.097163121,1409,0
64904,0,70,0.18750764,8180,0
64905,0,46,80,,0
64906,0,31,0.465905034,2800,2
64907,0,79,0.309010887,4316,0
64908,0,48,0.050140581,2133,0
64909,0,32,2.953311618,920,2
64910,0,26,0.006569943,10958,0
64911,0,68,0.468277946,3640,2
64912,0,46,1.142857143,4500,0
64913,0,34,0.245901639,2500,0
64914,0,28,0.013116802,1600,2
64915,0,64,0.457181389,1482,0
64916,0,74,86,,0
64917,0,49,0.212105535,1932,0
64918,0,23,14,,0
64919,0,34,0.203306226,7500,2
64920,0,49,0.225783033,9641,0
64921,0,27,0.256319812,1700,0
64922,0,63,1931,0,0
64923,0,66,0.454431175,17500,0
64924,0,29,0.04526749,1700,0
64925,0,59,0.10723759,5277,0
64926,0,62,0.03713932,10500,0
64927,0,80,0.121128588,6166,1
64928,0,48,0.295425974,10340,0
64929,0,55,0.007691671,12090,1
64930,0,52,0.781846513,7700,0
64931,1,40,1.030333842,5900,0
64932,0,46,0.012337333,5916,2
64933,0,40,0.538416764,1717,1
64934,0,47,0.584314597,4500,1
64935,0,31,0.267057569,1875,0
64936,0,66,0.265052211,4500,0
64937,0,55,0.505971564,5274,2
64938,0,50,0.650881347,3800,0
64939,0,53,608,,
64940,0,35,0.629518072,1659,1
64941,1,68,0.855523043,2733,2
64942,0,51,0.228300894,1900,1
64943,0,38,110,,0
64944,0,52,0.231101512,8333,3
64945,0,51,0.031610521,4333,2
64946,1,41,0.138132595,6500,4
64947,0,28,0.223032513,3290,0
64948,0,46,0.121037464,1387,2
64949,0,31,501,1,0
64950,1,58,1.181818182,4300,0
64951,0,60,0.574773053,6278,0
64952,0,49,0.058402585,4331,0
64953,0,66,0.811946447,4854,0
64954,1,55,0.512904183,3370,0
64955,0,49,0.204955444,4600,1
64956,0,46,0.305174644,7729,3
64957,0,62,0.233052944,8083,0
64958,0,63,0.139031926,3883,0
64959,0,59,3309,,0
64960,0,58,0.109580106,12264,1
64961,0,84,0.085064293,5054,0
64962,0,36,0.408518296,8334,0
64963,0,55,0.173066273,10833,0
64964,0,64,1150,,0
64965,0,34,1221,,0
64966,0,58,0.184372256,3416,1
64967,0,33,0.437291898,900,0
64968,0,32,0.161044078,4060,0
64969,0,59,0.028863076,2840,0
64970,0,60,0.062400747,10704,0
64971,0,56,0.295139973,9608,1
64972,0,40,0.099274175,4270,5
64973,0,31,0.140945009,6200,0
64974,0,51,0.567484001,13906,4
64975,0,54,1.056431904,4500,0
64976,0,68,0.107466417,3200,0
64977,0,46,1.540666739,9208,1
64978,0,73,1.015475313,2713,0
64979,0,57,2575,,0
64980,0,82,0.053189362,5000,0
64981,0,51,0.315334268,12833,3
64982,0,51,185,,1
64983,0,73,666,,0
64984,0,50,0.014631291,5125,1
64985,0,36,0.429802553,9166,1
64986,0,46,0.398834574,3088,1
64987,0,65,0.544074983,4480,1
64988,1,48,1291,,0
64989,0,32,0.228428602,4600,3
64990,0,41,0.101885544,3022,0
64991,0,58,323,,0
64992,0,32,0.476726023,3200,0
64993,1,39,0.597834205,5355,3
64994,0,38,0.91372661,7000,2
64995,0,28,0.116017496,4800,1
64996,0,44,0.219256149,3333,0
64997,0,64,0.554913295,2248,0
64998,0,48,3633,,3
64999,0,52,0.595177074,8583,3
65000,0,57,0.24537037,4535,0
65001,0,55,3469,,0
65002,0,30,0.068629019,6250,0
65003,0,51,0.456517638,5300,1
65004,0,60,29,,0
65005,0,47,0.467774967,8300,3
65006,0,46,0.159453521,10466,2
65007,0,54,0.006022645,4150,1
65008,0,78,0.188823795,2218,0
65009,0,84,0.003374578,8000,0
65010,0,36,0.41954023,6089,1
65011,0,48,0.467093419,9997,2
65012,0,66,0.20005333,15000,0
65013,0,54,0.078007933,2268,0
65014,0,54,0.114590833,8333,0
65015,0,70,0.216885007,2060,0
65016,0,56,0.520512212,8433,2
65017,1,50,0.791512294,2968,0
65018,0,65,0.402510279,9241,1
65019,0,41,0.832655275,7373,0
65020,1,50,0.47762331,5250,0
65021,0,55,0.59721126,3800,1
65022,0,76,0.003998934,3750,0
65023,0,60,0.093221585,6800,1
65024,0,36,0.135429262,3307,0
65025,0,30,0.728965004,2685,2
65026,0,69,0.019257221,1453,0
65027,0,32,0.186610879,3584,0
65028,0,34,0.036925848,3330,0
65029,0,46,0.544105293,3570,3
65030,0,50,0.744032428,6660,0
65031,0,52,0.413644383,5100,2
65032,0,60,0,,0
65033,0,82,0.434284321,4100,0
65034,0,37,0.404485274,3700,2
65035,0,69,1.273602369,2700,1
65036,0,49,0.664704409,7983,1
65037,0,70,6608,,0
65038,1,33,0.096725819,4000,0
65039,0,54,1.080922341,4596,1
65040,0,26,292,,0
65041,0,67,0.007987532,5132,1
65042,0,54,0.271900682,5718,0
65043,0,56,0.720129708,4008,0
65044,1,58,0.003552972,3095,2
65045,0,45,0.046784174,10665,4
65046,0,50,3867,,1
65047,0,82,0.504026659,3600,1
65048,0,42,0.180785537,12500,2
65049,0,90,0.032243551,6667,1
65050,0,43,3578,,1
65051,0,64,0.177770107,11587,0
65052,0,39,0.030324242,40000,0
65053,0,64,71,,0
65054,0,66,0.204640203,11033,0
65055,0,49,0.266375546,10075,2
65056,0,47,0.378570192,5776,0
65057,0,45,0.682074221,6035,2
65058,0,41,0.450473111,8348,1
65059,0,62,0.492706645,1850,0
65060,0,43,0.644041042,3800,2
65061,0,58,0.243571703,7816,0
65062,0,74,0.004665112,3000,0
65063,0,59,0.290215911,5140,0
65064,0,56,7.721393035,200,0
65065,0,64,0.353013999,10500,0
65066,0,71,0.792554292,4834,0
65067,0,73,0.341584505,14300,2
65068,0,54,0.095093882,1650,2
65069,1,37,0.748296229,2200,1
65070,0,32,0.155338139,5825,0
65071,0,51,0.369437293,10875,2
65072,0,48,4250,,0
65073,0,81,30,,0
65074,1,51,0.005661713,1412,0
65075,0,41,0.674322996,11188,3
65076,0,63,0.157440659,22833,1
65077,1,60,0.340164959,4000,2
65078,0,83,0,,
65079,0,45,0.400170285,4697,0
65080,0,65,0.105020829,4560,0
65081,0,60,0.082857143,5249,2
65082,0,84,0.111111111,3140,0
65083,0,52,0.301507538,5571,0
65084,0,39,0.334514264,5362,4
65085,0,45,0.494819124,5500,0
65086,0,46,0.31187507,8900,1
65087,0,53,1632.5,1,0
65088,0,68,225,,0
65089,0,54,0,2900,0
65090,0,60,942,,0
65091,1,37,0.506873773,5600,4
65092,0,45,0.403465896,4500,1
65093,0,46,0.052824529,6000,3
65094,0,54,0.002279818,8333,0
65095,0,29,0.462991041,7254,0
65096,0,36,0.134314265,12708,0
65097,0,65,0.063045685,9849,0
65098,0,54,0.229102167,2583,3
65099,0,56,0.622990205,5410,0
65100,0,70,0.001333156,7500,0
65101,0,62,1851,,1
65102,0,25,0.105263158,3400,0
65103,0,66,1.048429319,4583,0
65104,0,30,0.428083862,2050,1
65105,0,35,0.100779844,1666,0
65106,1,41,3844,,0
65107,1,35,0.062377072,3558,4
65108,0,27,204,,1
65109,0,48,0.508331482,4500,1
65110,0,47,0.336441718,4074,1
65111,0,44,0.020135154,7250,2
65112,0,48,0.425087984,11933,0
65113,0,40,0.000374953,2666,0
65114,0,79,0,,
65115,0,61,0.002915452,2400,0
65116,0,54,0.145534041,1600,0
65117,0,31,0.296547821,5300,0
65118,0,43,142.5,1,0
65119,0,70,0.229461756,6000,1
65120,0,70,24,,0
65121,0,51,1733,,0
65122,0,48,0.438559322,5191,2
65123,1,33,2.257722235,4240,0
65124,0,51,0.279060078,12000,3
65125,0,56,0.142071494,12000,1
65126,1,39,0.378180151,8725,1
65127,0,69,0.062340967,5501,0
65128,0,58,91,,0
65129,1,66,0.41943662,3549,0
65130,0,73,0.98347548,1875,0
65131,0,55,0,5782,1
65132,0,38,0.241747706,7300,1
65133,0,46,0.011848019,7342,2
65134,0,43,0.279003962,5300,1
65135,0,36,0.419875641,9166,0
65136,0,59,0.521222411,5300,0
65137,0,59,3248,,0
65138,0,53,46,0,2
65139,0,49,0.409007912,11500,3
65140,1,56,0.494257274,7835,1
65141,0,39,0.580066656,6300,2
65142,0,63,0.064327485,5300,0
65143,0,60,2252,,0
65144,1,41,0.158841159,2001,2
65145,0,62,0.229531952,6900,1
65146,0,42,0.301933108,9776,2
65147,0,64,0.181138346,4813,0
65148,0,41,0.365214111,5300,2
65149,0,68,0.020504237,9558,0
65150,0,52,0.108533841,5776,1
65151,0,66,0.200115507,10388,1
65152,0,55,0.685723211,3200,1
65153,1,49,0.780982906,4679,1
65154,0,51,0.022037218,6125,0
65155,0,38,0.731039167,4416,0
65156,0,51,0.358664134,10000,3
65157,0,28,0.155637904,1888,0
65158,0,59,0.335677838,7250,2
65159,0,49,1336,,0
65160,0,63,0.294862773,5683,0
65161,0,48,0.483667144,8387,6
65162,0,41,0.299057627,11990,3
65163,0,56,0.355465175,9834,1
65164,0,66,0.153077771,15416,1
65165,0,82,0.208164862,7666,0
65166,0,69,0.004028648,2233,0
65167,1,70,0.237712022,8076,1
65168,0,37,414,,3
65169,0,56,0.557152925,7094,1
65170,0,63,0.151050539,8804,0
65171,0,23,0.086956522,4300,0
65172,0,62,988,,0
65173,0,48,0.464175523,5833,0
65174,0,65,229,,0
65175,0,68,0.001538462,5199,0
65176,0,70,97,,0
65177,0,59,0.844631074,3333,0
65178,0,30,0.219147345,1336,0
65179,0,64,31,,0
65180,0,39,0.295622716,11216,0
65181,0,58,0.591449695,3110,0
65182,0,68,621,,0
65183,0,49,0.771803719,10433,0
65184,0,60,0.400194584,6166,0
65185,0,54,0,,0
65186,0,44,0.010812696,8600,1
65187,0,37,0.357495881,1820,2
65188,0,66,0.356794274,9220,0
65189,0,49,0.372587141,7200,0
65190,0,66,0.630304377,4500,2
65191,0,28,77,,0
65192,0,58,0.005559968,1258,0
65193,0,27,0.097332016,6071,3
65194,0,74,0.025874743,3400,0
65195,0,70,0.171880039,3100,0
65196,0,40,0.956565827,5916,2
65197,1,47,188,,2
65198,0,47,1474,0,3
65199,0,55,0.397768439,6900,2
65200,0,41,0.190467001,5181,0
65201,0,40,0.529520295,2167,1
65202,0,32,0.287524641,3550,3
65203,0,50,11,,0
65204,0,33,0.359140859,6005,0
65205,0,53,0.358234785,10400,1
65206,1,49,0.357366444,9583,0
65207,1,48,0.166604961,2700,1
65208,0,87,0.00505997,5335,0
65209,0,64,3102,0,0
65210,0,60,0.137472284,7666,0
65211,0,82,1137,,0
65212,1,43,3939,,0
65213,0,38,0.036987877,11300,1
65214,0,36,0.284176183,3064,0
65215,0,41,0.006569552,3500,0
65216,0,33,441,,0
65217,0,42,0.101949025,4001,0
65218,0,53,1.364978195,2980,0
65219,0,39,0.11278723,5700,1
65220,0,31,0.181185505,4166,1
65221,0,64,0.003124805,16000,1
65222,0,82,0,,0
65223,0,44,0.109824621,5872,0
65224,1,24,0,,0
65225,0,60,1753,,1
65226,1,43,0.21093372,6200,1
65227,0,42,120,0,0
65228,0,51,0.295364238,3774,0
65229,0,82,1595,,0
65230,0,42,3.933866279,1375,3
65231,0,60,0.193422953,9000,0
65232,1,32,0.030396526,8750,0
65233,0,47,0.032106239,75000,3
65234,0,61,0.496382055,4145,0
65235,0,85,0.336903851,3920,0
65236,0,59,2867,,0
65237,0,25,0.071474154,4700,0
65238,0,41,0.016680118,7433,2
65239,0,42,0.272451348,5600,1
65240,0,59,0.196771714,6504,1
65241,0,46,0.03714827,21642,1
65242,0,32,0.167733675,3123,0
65243,0,62,0.574106714,6240,0
65244,0,52,1585,,0
65245,0,40,0.038552126,8066,4
65246,0,31,3478,,0
65247,0,25,0.731210191,784,0
65248,0,55,0.325608569,5134,2
65249,0,74,0.364233681,7000,0
65250,0,48,14089,,4
65251,0,50,114,,0
65252,0,30,2666,,0
65253,0,75,824,,0
65254,0,32,0.005664778,3000,0
65255,0,63,0.440838005,10166,0
65256,1,27,0.005828476,1200,0
65257,0,47,0.332741004,2250,1
65258,0,28,31,0,3
65259,0,62,0.260118381,6250,0
65260,0,71,0.181552635,8900,0
65261,0,41,1.161443871,2520,0
65262,0,56,0.194065657,15839,1
65263,1,31,0.151198763,2585,1
65264,0,45,0.225787196,6700,1
65265,0,41,5924,,0
65266,0,37,0.907086151,3400,0
65267,1,46,1.267664739,8816,2
65268,0,75,0.713694092,3621,0
65269,0,59,0.381771681,4300,2
65270,0,38,0.203145828,3750,0
65271,0,64,0.12043978,2000,0
65272,0,64,0.401919616,5000,0
65273,0,74,0.646754739,1740,0
65274,0,54,1.289276808,400,0
65275,0,37,0.461463888,4125,0
65276,0,33,0.141524106,4500,0
65277,0,48,0.375924815,5000,0
65278,0,65,1.309845077,2000,0
65279,0,69,0.198327585,21166,1
65280,0,38,0.385415278,7500,0
65281,0,44,0.188916877,1190,1
65282,0,76,0,2250,0
65283,0,75,0.114354258,2500,0
65284,0,90,0.00720072,3332,0
65285,0,67,0.554328159,10500,0
65286,0,29,317,,0
65287,0,80,1.270710059,675,0
65288,0,58,3063,,
65289,1,61,2.838053982,3000,0
65290,0,54,1230,,
65291,0,88,38,,0
65292,0,28,0.253880558,3800,1
65293,0,52,1.25419493,2800,0
65294,0,69,0.557913043,2874,0
65295,0,51,0.028893696,6471,0
65296,1,57,0.335791513,16000,2
65297,0,61,5700,,3
65298,0,31,0.129260976,3666,0
65299,0,51,0.45850292,5650,0
65300,0,46,0.353637197,12000,2
65301,0,72,0.085182963,5000,0
65302,0,52,0.156347826,5749,4
65303,0,50,0.852079073,4400,0
65304,0,50,0.248452601,9208,1
65305,0,42,0.765841181,8600,3
65306,0,48,0.272755386,9700,2
65307,0,59,1.380234506,2387,0
65308,1,62,0.937250428,1752,0
65309,0,42,0.464928473,4333,2
65310,0,56,0.489197033,3100,2
65311,0,60,0.350093441,11236,1
65312,0,60,0.354237716,15833,1
65313,0,27,0.25074985,1666,0
65314,0,67,0.470953796,3700,0
65315,0,41,0.375770705,6000,2
65316,0,23,44.5,1,0
65317,0,65,617,,0
65318,0,30,0.100438698,4330,0
65319,0,42,1.180563887,5000,3
65320,0,60,1607,,0
65321,0,76,0.124627771,9066,1
65322,0,53,0.335980523,17250,1
65323,0,49,1.686209194,1500,0
65324,1,63,0.213898164,9583,0
65325,0,73,0,7000,0
65326,0,43,0.521217507,4500,0
65327,0,52,0.485239657,9450,1
65328,0,53,5265,,0
65329,0,47,0.318400771,4151,3
65330,0,72,0.282108805,3565,0
65331,0,66,2243,,2
65332,0,28,0.254090472,2077,2
65333,0,83,0.809297676,4000,0
65334,0,72,87,0,0
65335,0,48,1934,,0
65336,0,50,0.229265041,18000,4
65337,0,26,9,70,0
65338,0,66,0.147696959,11245,0
65339,0,36,0.425373134,10049,0
65340,0,64,0.086255783,6700,0
65341,0,43,0.79561233,3600,3
65342,0,28,0.221726794,4933,3
65343,0,50,2372,,0
65344,0,41,0.205598683,4250,0
65345,0,54,0.206690195,13033,0
65346,0,56,2582,,0
65347,0,60,0.060437729,9000,0
65348,0,43,0.555180602,8000,0
65349,1,26,776,,0
65350,0,59,0.12903533,10500,0
65351,0,42,0.502252252,3995,0
65352,0,84,0.023990404,2500,0
65353,0,63,0.233361897,3500,0
65354,0,45,0.071301748,10700,2
65355,0,62,3665,,0
65356,1,42,0.453649479,7000,1
65357,0,33,0.550345508,2025,2
65358,0,73,0.15514081,6000,0
65359,0,35,0.423338306,6032,3
65360,0,60,3,,0
65361,0,56,0.294322132,9492,0
65362,0,64,0.836802664,1200,0
65363,0,41,0.532546745,10000,0
65364,0,81,15,0,0
65365,0,48,0.189127265,4800,0
65366,0,59,0.097311709,4500,0
65367,0,69,0.927088363,2070,0
65368,0,67,0.954204829,1200,1
65369,0,44,0.096516459,3128,0
65370,0,75,580,,0
65371,0,24,0.195234435,1300,0
65372,0,62,0.282036105,3378,0
65373,0,69,0.073665298,3895,0
65374,0,61,1113,,0
65375,0,51,0.008122577,5416,0
65376,0,77,0.011093502,4416,0
65377,0,41,443,,0
65378,0,49,0.044603948,3900,0
65379,0,60,0.879608083,8164,0
65380,0,53,0.780414772,9016,1
65381,0,44,0.455222293,4700,1
65382,0,61,0.450852558,7975,0
65383,0,47,0.324850027,5500,0
65384,0,58,0.023976024,1000,3
65385,0,32,0.024274155,2100,0
65386,0,52,0.009998,5000,0
65387,0,49,0.010382619,5200,2
65388,0,59,0.280871913,10000,2
65389,1,44,0.363120691,11458,3
65390,0,41,0.450008694,5750,3
65391,0,41,0.4679594,6600,0
65392,0,46,0.019070542,5400,3
65393,0,57,1.055080722,3158,0
65394,0,73,0.128494698,7260,1
65395,0,45,3590,,2
65396,0,43,0.413021248,8800,2
65397,0,53,0.421710409,5600,2
65398,0,70,0.146173431,13353,0
65399,0,77,12,,
65400,0,43,0.062867142,8000,0
65401,0,70,0.233933162,3500,0
65402,0,47,4007,,2
65403,0,61,0.229345218,5833,0
65404,0,71,0.291340707,3706,0
65405,0,38,0.330098658,6182,0
65406,0,52,0.230776542,21041,1
65407,0,68,45,,0
65408,0,61,0.164897708,6500,0
65409,0,62,0.222793488,2333,1
65410,0,54,0.261773823,10000,1
65411,0,30,578,,0
65412,0,53,0.593722755,9175,2
65413,0,32,0.165366927,5000,1
65414,0,38,2033,,0
65415,0,38,0.268924526,8916,2
65416,0,34,0.331238395,7000,0
65417,0,48,0.17750218,10320,2
65418,0,75,7,0,0
65419,0,68,0,,0
65420,0,32,0.186162767,5000,1
65421,1,63,1.119220195,4000,1
65422,0,51,0.14854957,9410,2
65423,0,50,0.169766047,5000,0
65424,0,44,0.100580862,3270,0
65425,0,37,0.440937009,7000,4
65426,0,52,0.782584985,5500,0
65427,0,42,0.417459661,4833,2
65428,0,67,1.169680929,6800,0
65429,0,37,0.341967404,3435,0
65430,0,46,0.539923954,5259,2
65431,0,62,0.392066919,3705,0
65432,0,49,0.310344828,13600,3
65433,0,53,0,5000,0
65434,0,27,530,,
65435,0,58,0.427247874,6583,0
65436,1,86,0.13221205,4696,0
65437,0,54,511,,0
65438,0,46,0.380449634,8050,2
65439,0,33,0.663770514,7250,1
65440,0,51,2359,,0
65441,1,40,0.373477255,6484,0
65442,0,60,0.880437424,4114,0
65443,0,29,429,,0
65444,0,47,0.215504632,2050,1
65445,0,63,0.119792288,16753,1
65446,0,30,0.476380905,4000,0
65447,0,85,16,,0
65448,0,77,35,0,0
65449,0,63,0.105635312,4666,0
65450,0,49,0.049804263,9195,2
65451,0,60,0.345327336,2000,0
65452,0,67,0.368223099,10900,0
65453,0,63,0.005352645,3175,0
65454,0,50,0.217956409,5000,2
65455,0,54,0.717138103,600,0
65456,1,49,3206,,2
65457,0,45,0.280541012,9167,0
65458,0,70,0.210307852,2890,1
65459,0,58,0,3503,0
65460,0,56,0.318946842,6000,0
65461,0,31,0.32227962,6000,3
65462,0,67,367,,0
65463,0,58,0.265127073,17666,0
65464,0,71,42,,0
65465,0,67,0.623269317,4477,0
65466,0,67,0.307786484,4083,1
65467,0,81,42,,
65468,0,61,0.397150712,4000,0
65469,1,26,266,0,0
65470,0,40,2217,0,2
65471,0,62,0.198905635,10416,2
65472,0,62,0.362338006,3780,0
65473,0,48,0.311824206,8600,3
65474,0,41,0.462647869,6170,2
65475,1,43,0.366579386,4200,1
65476,0,40,0.123839452,7000,0
65477,0,35,0.092976756,4000,0
65478,0,53,0.427414057,13700,3
65479,0,29,0.037192561,5000,0
65480,0,77,0.269857969,1900,0
65481,0,61,0.541960282,4682,0
65482,0,35,0.459588848,3550,2
65483,0,50,0.16413648,6652,0
65484,0,49,0.965394475,7021,2
65485,0,80,0.312478574,5833,0
65486,0,44,0.318697226,4144,0
65487,0,48,248,,1
65488,0,45,0.190144649,16660,3
65489,0,60,0.249818762,6896,0
65490,0,24,0.034442085,4238,0
65491,0,25,0.12514994,2500,2
65492,0,58,0.442843137,10199,0
65493,0,46,0.179682032,10000,3
65494,0,76,0.016991504,2000,0
65495,0,67,0.228514324,1500,0
65496,0,55,0.912542898,9032,0
65497,1,52,0.454317269,3983,0
65498,0,62,3488,,0
65499,0,45,0.419944007,7500,1
65500,0,24,0.147022074,2400,0
65501,0,41,1743,,0
65502,0,25,0.633373934,820,0
65503,0,47,411,1,2
65504,0,48,4483,0,4
65505,0,69,0.246701319,2500,0
65506,0,43,0.060090376,10400,0
